PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Vu, MQ; Le, HD; Pham, TV; Pham, AT				Vu, Minh Q.; Le, Hoang D.; Pham, Thanh, V; Pham, Anh T.			Toward Practical Entanglement-Based Satellite FSO/QKD Systems Using Dual-Threshold/Direct Detection	IEEE ACCESS																	Minh, Vu Quang/JQX-1493-2023; Pham, Anh/HSH-4888-2023; Pham, Anh/J-5909-2015	Pham, Anh/0000-0002-5143-1498; Vu Quang, Minh/0000-0001-5054-1794; Le, Hoang/0000-0003-4565-8044													2169-3536						2022	10						113260	113274		10.1109/ACCESS.2022.3217220	http://dx.doi.org/10.1109/ACCESS.2022.3217220													WOS:000879001100001
J	Oguz, M; Bektas, T; Bennell, JA				Oguz, Murat; Bektas, Tolga; Bennell, Julia A.			Multicommodity flows and Benders decomposition for restricted continuous location problems	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH																	Bektas, Tolga/JTV-3345-2023	Bektas, Tolga/0000-0003-0634-144X; Bennell, Julia/0000-0002-5338-2247													0377-2217	1872-6860				MAY 1	2018	266	3					851	863		10.1016/j.ejor.2017.11.033	http://dx.doi.org/10.1016/j.ejor.2017.11.033													WOS:000423636700004
J	Nguyen, TV; Nguyen, VD; da Costa, DB; An, B				Nguyen, Toan-Van; Nguyen, Van-Dinh; da Costa, Daniel Benevides; An, Beongku			Hybrid User Pairing for Spectral and Energy Efficiencies in Multiuser MISO-NOMA Networks With SWIPT	IEEE TRANSACTIONS ON COMMUNICATIONS					IEEE Global Communications Conference (IEEE GLOBECOM)	DEC 09-13, 2019	Waikoloa, HI	IEEE, Huawei, Intel, ZTE, Google, Qualcomm, Natl Instruments, IEEE Commun Soc									NGUYEN, VAN-DINH/ABE-6038-2020; da Costa, Daniel Benevides/AAZ-8905-2021; Nguyen, Van/C-7442-2017	NGUYEN, VAN-DINH/0000-0002-9575-1063; da Costa, Daniel Benevides/0000-0002-5439-7475; An, Beongku/0000-0002-0587-3754; Nguyen, Van/0000-0002-1968-8170													0090-6778	1558-0857				AUG	2020	68	8					4874	4890		10.1109/TCOMM.2020.2994204	http://dx.doi.org/10.1109/TCOMM.2020.2994204													WOS:000560658700020
J	Dev, NK; Shankar, R; Dey, PK				Dev, Navin K.; Shankar, Ravi; Dey, Prasanta Kumar			Reconfiguration of supply chain network: an ISM-based roadmap to performance	BENCHMARKING-AN INTERNATIONAL JOURNAL																	Shankar, Ravi/HSF-1169-2023	Dey, Prasanta/0000-0002-9984-5374; SHANKAR, RAVI/0000-0001-8724-593X													1463-5771	1758-4094					2014	21	3					386	411		10.1108/BIJ-03-2012-0018	http://dx.doi.org/10.1108/BIJ-03-2012-0018													WOS:000213332300005
J	JARMASZ, MR; MARTENS, GO				JARMASZ, MR; MARTENS, GO			A SIMPLIFIED SYNTHESIS OF LOSSLESS CASCADE ANALOG AND DIGITAL 2-PORT NETWORKS	IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS																															0098-4094					DEC	1991	38	12					1501	1516		10.1109/31.108503	http://dx.doi.org/10.1109/31.108503													WOS:A1991GY19800008
C	Szu, H; Hsu, C; Xie, DH		Szu, HH		Szu, H; Hsu, C; Xie, DH			Continuous speech segmentation determined by blind source separation	WAVELET APPLICATIONS V	PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)				SPIE Conference on Wavelet Applications V	APR 14-16, 1998	ORLANDO, FL	SPIE, Int Soc Opt Engn																							0277-786X		0-8194-2840-X				1998	3391						396	408		10.1117/12.304890	http://dx.doi.org/10.1117/12.304890													WOS:000073454200039
J	Hua, MA; Zhang, F; Deng, FQ; Fei, JT; Chen, H				Hua, Mingang; Zhang, Fan; Deng, Feiqi; Fei, Juntao; Chen, Hua			Mixed H<sub>2</sub>/H<sub>8</sub> control for discrete-time periodic Markov jump systems with quantization effects and packet loss compensation	NONLINEAR ANALYSIS-HYBRID SYSTEMS																		Hua, Mingang/0000-0003-2406-6525													1751-570X	1878-7460				NOV	2023	50								101398	10.1016/j.nahs.2023.101398	http://dx.doi.org/10.1016/j.nahs.2023.101398		JUL 2023											WOS:001058282000001
J	Peters, S; Chakraborty, SP; Barton, C; Sturgiss, EA; Mazza, D; De Leon-Santiago, M; Staunton-Smith, T; Russell, G				Peters, Sanne; Chakraborty, Samantha Paubrey; Barton, Christopher; Sturgiss, Elizabeth Ann; Mazza, Danielle; De Leon-Santiago, Maria; Staunton-Smith, Timothy; Russell, Grant			Building a practice-based research network for healthcare integration: a protocol paper for a mixed-method project	BMJ OPEN																	Mazza, Danielle/H-4577-2014; Sturgiss, Elizabeth/P-1254-2016; Russell, Grant/I-1874-2014	Mazza, Danielle/0000-0001-6158-7376; Sturgiss, Elizabeth/0000-0003-4428-4060; Barton, Christopher/0000-0001-9823-7425; /0000-0001-6235-1752; Russell, Grant/0000-0003-3773-2355; Chakraborty, Samantha Paubrey/0000-0002-9708-4532													2044-6055					JUN	2022	12	6							e060524	10.1136/bmjopen-2021-060524	http://dx.doi.org/10.1136/bmjopen-2021-060524								35680253					WOS:000810010000020
C	Buevich, M; Rajagopal, N; Rowe, A			IEEE	Buevich, Maxim; Rajagopal, Niranjini; Rowe, Anthony			Hardware Assisted Clock Synchronization for Real-Time Sensor Networks	IEEE 34TH REAL-TIME SYSTEMS SYMPOSIUM (RTSS 2013)	Real-Time Systems Symposium-Proceedings				IEEE 34th Real-Time Systems Symposium (RTSS)	DEC 03-06, 2013	Vancouver, CANADA	IEEE, IEEE Comp Soc, Tech Comm Real Time Syst																							1052-8725		978-1-4799-2007-5				2013							268	277		10.1109/RTSS.2013.34	http://dx.doi.org/10.1109/RTSS.2013.34													WOS:000335336500026
J	Kaitwanidvilai, S; Chanarungruengkij, V; Konghuayrob, P				Kaitwanidvilai, Somyot; Chanarungruengkij, Veerasak; Konghuayrob, Poom			Remote Sensing to Minimize Energy Consumption of Six-axis Robot Arm Using Particle Swarm Optimization and Artificial Neural Network to Control Changes in Real Time	SENSORS AND MATERIALS																															0914-4935						2020	32	2			SI		499	510		10.18494/SAM.2020.2428	http://dx.doi.org/10.18494/SAM.2020.2428													WOS:000514091200004
J	Rohart, A; Michon, C				Rohart, Anne; Michon, Camille			Designing microstructure into xanthan gum-enriched acid milk gels	INNOVATIVE FOOD SCIENCE & EMERGING TECHNOLOGIES																		MICHON, Camille/0000-0001-9766-4935													1466-8564	1878-5522				OCT	2014	25				SI		53	57		10.1016/j.ifset.2014.01.002	http://dx.doi.org/10.1016/j.ifset.2014.01.002													WOS:000344130300008
J	Feng, ZY; Sheng, ZC; Shi, Y; Nasir, AA; Fang, Y				Feng, Zhaoyi; Sheng, Zhichao; Shi, Ye; Nasir, Ali A.; Fang, Yong			Multi-Agent Deep Reinforcement Learning for Energy-Efficient UAV-Aided Hybrid NOMA Data Collection	IEEE COMMUNICATIONS LETTERS																	Shi, Ye/AAE-4306-2022	Shi, Ye/0000-0003-2302-4980; sheng, zhichao/0000-0003-0288-7031; Nasir, Ali Arshad/0000-0001-5012-1562													1089-7798	1558-2558				OCT	2023	27	10					2722	2726		10.1109/LCOMM.2023.3305537	http://dx.doi.org/10.1109/LCOMM.2023.3305537													WOS:001099949300036
J	Rahmani, M; Romero, R; Rider, MJ				Rahmani, Mohsen; Romero, Ruben; Rider, Marcos J.			Strategies to Reduce the Number of Variables and the Combinatorial Search Space of the Multistage Transmission Expansion Planning Problem	IEEE TRANSACTIONS ON POWER SYSTEMS																	Rider Flores, Marcos Julio/F-6726-2010; Romero, Rubén/O-7820-2018	Rider Flores, Marcos Julio/0000-0001-5484-1161; Romero, Rubén/0000-0002-7744-254X													0885-8950	1558-0679				AUG	2013	28	3					2164	2173		10.1109/TPWRS.2012.2223241	http://dx.doi.org/10.1109/TPWRS.2012.2223241													WOS:000322989900012
J	Luo, R; Peng, ZA; Hu, JP				Luo, Rui; Peng, Zhinan; Hu, Jiangping			Optimal Robust Control of Nonlinear Systems with Unknown Dynamics via NN Learning with Relaxed Excitation	ENTROPY																	hu, jiangping/G-6897-2011	hu, jiangping/0000-0002-7559-8604; Peng, Zhinan/0000-0003-2239-4920														1099-4300				JAN	2024	26	1							72	10.3390/e26010072	http://dx.doi.org/10.3390/e26010072								38248197					WOS:001148858900001
J	Dey, S; Taousser, FZ; Djemai, M; Defoort, M; Di Gennaro, S				Dey, Subham; Taousser, Fatima Zohra; Djemai, Mohamed; Defoort, Michael; Di Gennaro, Stefano			Observer Based Leader-Follower Bipartite Consensus With Intermittent Failures Using Lyapunov Functions and Time Scale Theory	IEEE CONTROL SYSTEMS LETTERS																	DJEMAI, Mohamed/G-9072-2013	DJEMAI, Mohamed/0000-0002-5375-9470; Di Gennaro, Stefano/0000-0002-2014-623X													2475-1456					DEC	2021	5	6					1904	1909		10.1109/LCSYS.2020.3040944	http://dx.doi.org/10.1109/LCSYS.2020.3040944													WOS:000626315800008
C	Chen, SR; Fazlyab, M; Morari, M; Pappas, GJ; Preciado, VM			ACM	Chen, Shaoru; Fazlyab, Mahyar; Morari, Manfred; Pappas, George J.; Preciado, Victor M.			Learning Lyapunov Functions for Hybrid Systems	HSCC2021: PROCEEDINGS OF THE 24TH INTERNATIONAL CONFERENCE ON HYBRID SYSTEMS: COMPUTATION AND CONTROL (PART OF CPS-IOT WEEK)					24th ACM International Conference on Hybrid Systems Computation and Control (HSCC)	MAY 19-21, 2021	Nashville, TN	ACM SIGBED									Pappas, George/J-5774-2016; chen, shalley/AAV-1131-2021	Pappas, George/0000-0001-9081-0637; 															978-1-4503-8339-4				2021										10.1145/3447928.3456644	http://dx.doi.org/10.1145/3447928.3456644													WOS:000932821700009
J	Dai, AN; Zhou, XG; Liu, XD; Liu, JY; Zhang, C				Dai, Aini; Zhou, Xiaoguang; Liu, Xiangdong; Liu, Jingyun; Zhang, Chi			Intelligent control of a grain drying system using a GA-SVM-IMPC controller	DRYING TECHNOLOGY																	Liu, Jingyun/AAX-3334-2021														0737-3937	1532-2300					2018	36	12					1413	1435		10.1080/07373937.2017.1407938	http://dx.doi.org/10.1080/07373937.2017.1407938													WOS:000441236800003
J	Dong, NJ; Zhang, T; Wang, R				Dong, Nanjiang; Zhang, Tao; Wang, Rui			An efficient mixed-variable generation operator for integrated energy system configuration optimization	ENERGY CONVERSION AND MANAGEMENT																	ruirui, WANG/KCY-0880-2024; Zhang, Tao/AAY-3651-2021; tao, zhang/KHY-8716-2024	Zhang, Tao/0000-0002-0432-2942													0196-8904	1879-2227				JAN 15	2024	300								117878	10.1016/j.enconman.2023.117878	http://dx.doi.org/10.1016/j.enconman.2023.117878		NOV 2023											WOS:001127454700001
J	Kato, T; Kim, YW; Suzuki, T; Okuma, S				Kato, T; Kim, YW; Suzuki, T; Okuma, S			Model predictive control of traffic flow based on hybrid system modeling	IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES																															0916-8508	1745-1337				FEB	2005	E88A	2					549	560		10.1093/ietfec/E88-A.2.549	http://dx.doi.org/10.1093/ietfec/E88-A.2.549													WOS:000226792700021
J	Taylor, JA; Luangsomboon, N; Fooladivanda, D				Taylor, Joshua A.; Luangsomboon, Natchanon; Fooladivanda, Dariush			Allocating Sensors and Actuators via Optimal Estimation and Control	IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY																															1063-6536	1558-0865				MAY	2017	25	3					1060	1067		10.1109/TCST.2016.2575799	http://dx.doi.org/10.1109/TCST.2016.2575799													WOS:000398673400026
J	Zhang, YC; Xu, W; Wang, CM; Li, ZM; Cheng, JW; Zhang, SW				Zhang, Yuanchao; Xu, Wei; Wang, Chiming; Li, Zhengmin; Cheng, Jianwei; Zhang, Shengwu			Modeling and experimental analysis of particle damping phononic crystal plate	AIP ADVANCES																	wang, Xiaoming/KBB-8854-2024															2158-3226				OCT 1	2021	11	10							105202	10.1063/5.0069603	http://dx.doi.org/10.1063/5.0069603													WOS:000754519200011
J	GAZO, R; STEELE, PH				GAZO, R; STEELE, PH			ROUGH MILL ANALYSIS MODEL	FOREST PRODUCTS JOURNAL																															0015-7473					APR	1995	45	4					51	53																WOS:A1995QU60700006
C	Hsu, C			IEEE; IEEE	Hsu, C			WaveNet processing brassboards for live video via radio	PROCEEDING OF THE 2002 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOLS 1-3	IEEE International Joint Conference on Neural Networks (IJCNN)				International Joint Conference on Neural Networks (IJCNN 02)	MAY 12-17, 2002	HONOLULU, HI	IEEE, IEEE Neural Networks Soc, Int Neural Network Soc																							1098-7576		0-7803-7278-6				2002							2210	2213		10.1109/IJCNN.2002.1007484	http://dx.doi.org/10.1109/IJCNN.2002.1007484													WOS:000177402800393
J	Zhou, SB; Liao, XF; Wu, ZF; Wong, KW				Zhou, SB; Liao, XF; Wu, ZF; Wong, KW			Hopf bifurcation in a control system for the Washout filter-based delayed neural equation	CHAOS SOLITONS & FRACTALS																	Liao, Xiaofeng/HPD-6655-2023														0960-0779	1873-2887				JAN	2005	23	1					101	115		10.1016/j.chaos.2004.03.025	http://dx.doi.org/10.1016/j.chaos.2004.03.025													WOS:000224188300013
J	Shirin, A; Klickstein, IS; Sorrentino, F				Shirin, Afroza; Klickstein, Isaac S.; Sorrentino, Francesco			Stability analysis of reservoir computers dynamics via Lyapunov functions	CHAOS																		Klickstein, Isaac/0000-0002-6830-8154													1054-1500	1089-7682				OCT	2019	29	10							103147	10.1063/1.5123733	http://dx.doi.org/10.1063/1.5123733								31675840					WOS:000500821700054
J	Chen, YY; Shi, Y				Chen, Yuanye; Shi, Yang			Consensus for Linear Multiagent Systems With Time-Varying Delays: A Frequency Domain Perspective	IEEE TRANSACTIONS ON CYBERNETICS																	Shi, Yang/D-2023-2009; Chen, Yuanye/AAJ-6638-2020	Chen, Yuanye/0000-0003-4618-2711; Shi, Yang/0000-0003-1337-5322													2168-2267	2168-2275				AUG	2017	47	8			SI		2143	2150		10.1109/TCYB.2016.2590480	http://dx.doi.org/10.1109/TCYB.2016.2590480								27479985					WOS:000405458200031
J	Hsu, C; Szu, H				Hsu, C; Szu, H			WaveNet processing brassboards for live video via radio	JOURNAL OF ELECTRONIC IMAGING																															1017-9909					OCT	1998	7	4					755	769		10.1117/1.482662	http://dx.doi.org/10.1117/1.482662													WOS:000085103400006
J	Smart, T; Lomas, H; Massignani, M; Flores-Merino, MV; Perez, LR; Battaglia, G				Smart, Thomas; Lomas, Hannah; Massignani, Marzia; Flores-Merino, Miriam V.; Perez, Lorena Ruiz; Battaglia, Giuseppe			Block copolymer nanostructures	NANO TODAY																	Flores-Merino, Miriam V./AAS-6863-2020; Ruiz-Perez, Lorena/AAJ-7424-2020; Ruiz-Pérez, Lorena/GRE-5952-2022; Battaglia, Giuseppe/A-2253-2012; Battaglia, Giuseppe/I-2142-2013	Flores-Merino, Miriam V./0000-0003-0793-0940; Ruiz-Perez, Lorena/0000-0003-0512-5606; Ruiz-Pérez, Lorena/0000-0003-0512-5606; Lomas, Hannah/0000-0002-5829-7535; Battaglia, Giuseppe/0000-0003-3349-6770													1748-0132	1878-044X				JUN-AUG	2008	3	3-4					38	46		10.1016/S1748-0132(08)70043-4	http://dx.doi.org/10.1016/S1748-0132(08)70043-4													WOS:000256872700016
J	Abidin, AFZ; Jusoh, MH; Junid, SAMA; Razak, AHA				Abidin, A. F. Z.; Jusoh, M. H.; Junid, S. A. M. A.; Razak, A. H. A.			DEVELOPMENT OF LOW POWER WIRELESS FLUXGATE MAGNETOMETER INSTRUMENTATION FOR REAL-TIME GEOMAGNETIC MONITORING	JOURNAL OF FUNDAMENTAL AND APPLIED SCIENCES																	Razak, Abdul Hadi/AAL-8320-2020; Syed Junid, Syed Alwee Aljunid/D-9379-2011; Razak, Abdul Hadi Abdul/AAF-4207-2020; JUSOH, MOHAMAD HUZAIMY/AAL-9610-2021	Razak, Abdul Hadi/0000-0001-8025-5414; Syed Junid, Syed Alwee Aljunid/0000-0003-2739-6220; 													1112-9867						2017	9			5	SI		481	497		10.4314/jfas.v9i5s.34	http://dx.doi.org/10.4314/jfas.v9i5s.34													WOS:000414751200034
J	Huang, LM; Xiao, G; Wang, YJ; Li, H; Zhou, YH; Jiang, L; Wang, JF				Huang, Limei; Xiao, Guang; Wang, Yunjing; Li, Hao; Zhou, Yahong; Jiang, Lei; Wang, Jianfeng			Self-Exfoliation of Flake Graphite for Bioinspired Compositing with Aramid Nanofiber toward Integration of Mechanical and Thermoconductive Properties	NANO-MICRO LETTERS																	Zhao, YiAn/JFK-5881-2023; Zhao, Yi/JFA-7988-2023; hao, li/HTP-2961-2023; jiang, lei/IWE-1124-2023	hao, li/0000-0001-8939-6512; 													2311-6706	2150-5551				DEC	2022	14	1							168	10.1007/s40820-022-00919-0	http://dx.doi.org/10.1007/s40820-022-00919-0								35987964					WOS:000842159200005
J	Galluccio, L; Lombardo, A; Morabito, G; Palazzo, S; Panarello, C; Schembra, G				Galluccio, Laura; Lombardo, Alfio; Morabito, Giacomo; Palazzo, Sergio; Panarello, Carla; Schembra, Giovanni			Capacity of a Binary Droplet-Based Microfluidic Channel With Memory and Anticipation for Flow-Induced Molecular Communications	IEEE TRANSACTIONS ON COMMUNICATIONS																	Galluccio, Laura/AGN-8954-2022; Schembra, Giovanni/AAA-3947-2021	Schembra, Giovanni/0000-0002-7432-8389; Galluccio, Laura/0000-0001-6644-0787; Lombardo, Alfio/0000-0003-3617-7732; Palazzo, Sergio/0000-0001-7428-0533													0090-6778	1558-0857				JAN	2018	66	1					194	208		10.1109/TCOMM.2017.2755649	http://dx.doi.org/10.1109/TCOMM.2017.2755649													WOS:000422754400015
C	Gressl, L; Steger, C; Neffe, U			IEEE	Gressl, Lukas; Steger, Christian; Neffe, Ulrich			Security Driven Design Space Exploration for Embedded Systems	PROCEEDINGS OF THE 2019 FORUM ON SPECIFICATION AND DESIGN LANGUAGES (FDL)					Forum on Specification and Design Languages (FDL)	SEP 02-04, 2019	Southampton, ENGLAND	Inst Elect & Elect Engineers, IEEE Council Elect Design Automat, IFIP Working Grp 10 5 Design & Engn Elect Syst, Univ Southampton, Univ Verona, Dept Comp Sci																									978-1-7281-4113-8				2019										10.1109/fdl.2019.8876944	http://dx.doi.org/10.1109/fdl.2019.8876944													WOS:000565237700015
J	Lee, HY; Kim, HJ; Lee, KJ; Lah, MS; Hong, JI				Lee, Ho Yong; Kim, Hae-Jo; Lee, Kyoung Jae; Lah, Myoung Soo; Hong, Jong-In			Formation of a discrete helical assembly and packing pattern through charged hydrogen bonds and van der Waals interactions	CRYSTENGCOMM																	Lah, Myoung Soo/E-5885-2010	Lah, Myoung Soo/0000-0001-9517-7519													1466-8033						2007	9	1					78	83		10.1039/b610512b	http://dx.doi.org/10.1039/b610512b													WOS:000244207000011
J	Yang, H; Chen, L; Pan, SR; Wang, HS; Zhang, P				Yang, Hong; Chen, Ling; Pan, Shirui; Wang, Haishuai; Zhang, Peng			Discrete emb e dding for attribute d graphs	PATTERN RECOGNITION																	Pan, Shirui/K-6763-2018; Chen, Lingyun/C-8385-2011; Wang, Haishuai/ABW-2609-2022	Pan, Shirui/0000-0003-0794-527X; Chen, Lingyun/0000-0003-2277-7470; Wang, Haishuai/0000-0003-1617-0920													0031-3203	1873-5142				MAR	2022	123								108368	10.1016/j.patcog.2021.108368	http://dx.doi.org/10.1016/j.patcog.2021.108368		OCT 2021											WOS:000711834400007
J	Lin, MY; Chin, KS; Ma, LJ; Tsui, KL				Lin, Meiyan; Chin, Kwai Sang; Ma, Lijun; Tsui, Kwok Leung			A comprehensive multi-objective mixed integer nonlinear programming model for an integrated elderly care service districting problem	ANNALS OF OPERATIONS RESEARCH																	Ma, Lijun/KIG-1715-2024; Tsui, Kwok-Leung/JVO-5706-2024; Tsui, Kwok-Leung/JTU-2163-2023	Ma, Lijun/0000-0002-6428-9996; 													0254-5330	1572-9338				AUG	2020	291	1-2			SI		499	529		10.1007/s10479-018-3078-6	http://dx.doi.org/10.1007/s10479-018-3078-6													WOS:000550377300019
J	Gorman, BR; Wikswo, JP				Gorman, Bryan R.; Wikswo, John P.			Characterization of transport in microfluidic gradient generators	MICROFLUIDICS AND NANOFLUIDICS																		Gorman, Bryan/0000-0002-4239-4672													1613-4982	1613-4990				APR	2008	4	4					273	285		10.1007/s10404-007-0169-0	http://dx.doi.org/10.1007/s10404-007-0169-0													WOS:000253201500002
S	Yang, H; Zhang, XN			TRB	Yang, H; Zhang, XN			Optimal toll design in second-best link-based congestion pricing	TRANSPORATION NETWORK MODELING 2003: PLANNNING AND ADMINISTRATION	TRANSPORTATION RESEARCH RECORD				82nd Annual Meeting of the Transportation-Research-Board	JAN 12-16, 2003	WASHINGTON, D.C.	Transportat Res Board, US Dept Transportat, Bur Transportat Stat, Fed Aviat Adm, Fed Highway Adm, Fed Motor Carrier Safety Adm, Fed Railroad Adm, Fed Transit Adm, Natl Highway Traff Safety Adm, Res & Special Programs Adm, NASA, USA Corps Engineers, US Coast Guard, US DOE, US EPA									Yang, Hai/JQI-4956-2023; Yang, Hai/F-8848-2011	Yang, Hai/0000-0001-5210-8468													0361-1981		0-309-08594-2				2003		1857					85	92		10.3141/1857-10	http://dx.doi.org/10.3141/1857-10													WOS:000189433000010
C	Chilo, J; Lindblad, T			IEEE	Chilo, Jose; Lindblad, Thomas			Real-time signal processing of infrasound data using 1D wavelet transform on FPGA device	2007 15TH IEEE-NPSS REAL-TIME CONFERENCE, VOLS 1 AND 2					15th IEEE/NPSS Real-Time Conference 2007	APR 29-MAY 04, 2007	Batavia, IL	IEEE, NPSS																									978-1-4244-0866-5				2007							170	174																WOS:000253415900031
J	Shi, Y; Pan, ZG; Li, J; Li, B; Sun, XB				Shi, Yang; Pan, Zhenggang; Li, Jian; Li, Bin; Sun, Xiaobing			Recurrent neural dynamics for handling linear equation system with rank-deficient coefficient and disturbance existence	JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS																		Sun, Xiaobing/0000-0001-5165-5080													0016-0032	1879-2693				MAY	2022	359	7					3090	3102		10.1016/j.jfranklin.2022.02.028	http://dx.doi.org/10.1016/j.jfranklin.2022.02.028		APR 2022											WOS:000797801500015
J	Elazouni, A; Alghazi, A; Selim, SZ				Elazouni, Ashraf; Alghazi, Anas; Selim, Shokri			Finance-based scheduling using meta-heuristics: discrete versus continuous optimization problems	JOURNAL OF FINANCIAL MANAGEMENT OF PROPERTY AND CONSTRUCTION																	; Selim, Shokri/F-8743-2014	Alghazi, Anas/0000-0003-4757-9606; Selim, Shokri/0000-0002-1239-5471; Elazouni, Ashraf/0000-0003-0641-9921													1366-4387	1759-8443					2015	20	1					85	+		10.1108/JFMPC-07-2014-0013	http://dx.doi.org/10.1108/JFMPC-07-2014-0013													WOS:000211590300006
J	Al-Eryani, Y; Hossain, E				Al-Eryani, Yasser; Hossain, Ekram			Self-Organizing mmWave MIMO Cell-Free Networks With Hybrid Beamforming: A Hierarchical DRL-Based Design	IEEE TRANSACTIONS ON COMMUNICATIONS																															0090-6778	1558-0857				MAY	2022	70	5					3169	3185		10.1109/TCOMM.2022.3159836	http://dx.doi.org/10.1109/TCOMM.2022.3159836													WOS:000797439600024
C	Do, MT; Goursaud, C; Gorce, JM			IEEE	Minh-Tien Do; Goursaud, Claire; Gorce, Jean-Marie			On the Benefits of Random FDMA Schemes in Ultra Narrow Band Networks	2014 12TH INTERNATIONAL SYMPOSIUM ON MODELING AND OPTIMIZATION IN MOBILE, AD HOC, AND WIRELESS NETWORKS (WIOPT)					12th International Symposium on Modeling and Optimization in Mobile, AdHoc, and Wireless Networks (WiOpt)	MAY 12-16, 2014	Hammamet, TUNISIA											Gorce, Jean-Marie/0000-0002-5389-0102															978-3-901882-63-0				2014							672	677																WOS:000343570700094
J	Sun, JK; Yang, J; Zeng, ZG				Sun, Jiankun; Yang, Jun; Zeng, Zhigang			Predictor-based periodic event-triggered control for nonlinear uncertain systems with input delay	AUTOMATICA																	Zeng, Zhigang/A-2816-2011; Yang, Jun/N-8514-2014	Zeng, Zhigang/0000-0003-4587-3588; 													0005-1098	1873-2836				FEB	2022	136								110055	10.1016/j.automatica.2021.110055	http://dx.doi.org/10.1016/j.automatica.2021.110055													WOS:000788859100029
J	Arbi, A				Arbi, Adnene			Controllability of Delayed Discret Fornasini-Marchesini Model <i>via</i> Quantization and Random Packet Dropouts	MATHEMATICAL MODELLING OF NATURAL PHENOMENA																															0973-5348	1760-6101				SEP 6	2022	17								38	10.1051/mmnp/2022040	http://dx.doi.org/10.1051/mmnp/2022040													WOS:000850304600001
J	Goerigk, M; Ndiaye, IA				Goerigk, Marc; Ndiaye, Ismaila Abderhamane			Robust flows with losses and improvability in evacuation planning	EURO JOURNAL ON COMPUTATIONAL OPTIMIZATION																		Goerigk, Marc/0000-0002-2516-0129													2192-4406	2192-4414				SEP	2016	4	3-4			SI					10.1007/s13675-016-0067-x	http://dx.doi.org/10.1007/s13675-016-0067-x													WOS:000409462500003
J	Kosko, B				Kosko, B			Global stability of generalized additive fuzzy systems	IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART C-APPLICATIONS AND REVIEWS																															1094-6977					AUG	1998	28	3					441	452		10.1109/5326.704584	http://dx.doi.org/10.1109/5326.704584													WOS:000075010400011
C	González, OR; Herencia-Zapana, H; Gray, WS			ieee	González, OR; Herencia-Zapana, H; Gray, WS			Stochastic stability of nonlinear sampled data systems with a jump linear controller	2004 43RD IEEE CONFERENCE ON DECISION AND CONTROL (CDC), VOLS 1-5	IEEE Conference on Decision and Control				43rd IEEE Conference on Decision and Control	DEC 14-17, 2004	BAHAMAS	IEEE Control Syst Soc, Honeywell, MathWorks, Natl Instruments, United Technol Res Ctr, XEROX									Gonzalez, Oscar/I-5095-2013	Gonzalez, Oscar/0000-0001-9503-4171													0743-1546		0-7803-8682-5				2004							4128	4133		10.1109/CDC.2004.1429399	http://dx.doi.org/10.1109/CDC.2004.1429399													WOS:000226745603130
J	Tan, CH; Liu, X; Zhang, GY				Tan, Chenhao; Liu, Xin; Zhang, Gaoyan			Inferring Brain State Dynamics Underlying Naturalistic Stimuli Evoked Emotion Changes With dHA-HMM	NEUROINFORMATICS																		Zhang, Gaoyan/0000-0001-5189-9229													1539-2791	1559-0089				JUL	2022	20	3					737	753		10.1007/s12021-022-09568-5	http://dx.doi.org/10.1007/s12021-022-09568-5		MAR 2022						35244856					WOS:000764450400001
J	Pelegrín, B; Fernández, P; Pérez, MDG; Hernández, SC				Pelegrin, Blas; Fernandez, Pascual; Garcia Perez, Maria Dolores; Cano Hernandez, Saul			On the location of new facilities for chain expansion under delivered pricing	OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE																	FERNANDEZ HERNANDEZ, PASCUAL/Q-9406-2018; Pelegrin, Blas/Z-3699-2019; Pérez, María Dolores García/Z-4118-2019	FERNANDEZ HERNANDEZ, PASCUAL/0000-0001-9194-4610; Pelegrin, Blas/0000-0002-3343-1101; 													0305-0483					APR	2012	40	2					149	158		10.1016/j.omega.2011.04.005	http://dx.doi.org/10.1016/j.omega.2011.04.005													WOS:000295312200002
